Timestamp,OriginalPath,NewPath
"2025-12-10T19:46:50","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\+BRIEWE UIT BREMEN.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\+BRIEWE UIT BREMEN.doc"
"2025-12-10T19:46:50","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\+BRIEWE UIT BREMEN1.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\+BRIEWE UIT BREMEN1.doc"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\0 Wat is hierdie.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\0 Wat is hierdie.docx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\0 What is this.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\0 What is this.docx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\000004d1.md","C:\Users\27646\OneDrive\Master_Cloud\99_Archive\000004d1.md"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\0000515424 WEG WEGA000115.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\0000515424 WEG WEGA000115.doc"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\001_2016_4_b.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\001_2016_4_b.pdf"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\018.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\018.pdf"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\0615.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\0615.pdf"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1.1) IKT.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1.1) IKT.docx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1.docx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\101_2011_3_a.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\101_2011_3_a.pdf"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1623589801903_Gr 9.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1623589801903_Gr 9.pdf"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\17734754 UNISA Registration (1).pdf","C:\Users\27646\OneDrive\Master_Cloud\01_Studies\17734754 UNISA Registration (1).pdf"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\17734754 UNISA Registration_edit.pdf","C:\Users\27646\OneDrive\Master_Cloud\01_Studies\17734754 UNISA Registration_edit.pdf"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\17734754_HRV1601_Exam_Conru_Bezuidenhout.pdf","C:\Users\27646\OneDrive\Master_Cloud\01_Studies\17734754_HRV1601_Exam_Conru_Bezuidenhout.pdf"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_1 All about ICT.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_1 All about ICT.pptx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_1 Dit gaan alles oor IKT.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_1 Dit gaan alles oor IKT.pptx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_1 InlRekenaars VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_1 InlRekenaars VRAE.docx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_2 Input and output.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_2 Input and output.pptx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_2 Program VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_2 Program VRAE.docx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_2 Toevoer en afvoer.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_2 Toevoer en afvoer.pptx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_3 Geheue Stoor Verwerking.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_3 Geheue Stoor Verwerking.pptx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_3 Hard VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_3 Hard VRAE.docx"
"2025-12-10T19:46:51","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_3 Storage, memory and processing.pptx","C:\Users\27646\OneDrive\Master_Cloud\01_Studies\1_3 Storage, memory and processing.pptx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_4 Lers VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_4 Lers VRAE.docx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_4 Programmatuur.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_4 Programmatuur.pptx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_4 Software.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_4 Software.pptx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_5 Computer management.pptx","C:\Users\27646\OneDrive\Master_Cloud\01_Studies\1_5 Computer management.pptx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_5 IKT VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_5 IKT VRAE.docx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_5 Rekenaarbestuur.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_5 Rekenaarbestuur.pptx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_6 Die Skadukant van Rekenaars.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_6 Die Skadukant van Rekenaars.pptx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_6 The Dark side of computing.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_6 The Dark side of computing.pptx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_6 UitgebrProgram VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_6 UitgebrProgram VRAE.docx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_7 UitgbrHard VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_7 UitgbrHard VRAE.docx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\1_Brochure.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\1_Brochure.docx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2010 - 12.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2010 - 12.doc"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2011 Unisa Siekte en genesing.doc","C:\Users\27646\OneDrive\Master_Cloud\01_Studies\2011 Unisa Siekte en genesing.doc"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\20210611-COVID19-Department of Employment and Labour-Consolidated direction on occupational health and safety measures in certain workplaces.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\20210611-COVID19-Department of Employment and Labour-Consolidated direction on occupational health and safety measures in certain workplaces.pdf"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2022 ENG1503_EQP_OctNov_Main (S2).docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2022 ENG1503_EQP_OctNov_Main (S2).docx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2022 ENG1503_EQP_OctNov_Main (S2).pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2022 ENG1503_EQP_OctNov_Main (S2).pdf"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2023 ENG1503 Assignment 1 Live Streaming.pptx","C:\Users\27646\OneDrive\Master_Cloud\01_Studies\2023 ENG1503 Assignment 1 Live Streaming.pptx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2025-08-08 Bezuidenhout C - OMI Premie bladsy.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2025-08-08 Bezuidenhout C - OMI Premie bladsy.pdf"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2AktieweLesers.xlsx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2AktieweLesers.xlsx"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2e Brief van'n Historieae en Argeologiese Perspektief op Siekte en Genesing in N.T.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2e Brief van'n Historieae en Argeologiese Perspektief op Siekte en Genesing in N.T.doc"
"2025-12-10T19:46:52","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_1 InlNetw VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_1 InlNetw VRAE.docx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_1 LAN afr.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_1 LAN afr.pptx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_1 LAN.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_1 LAN.pptx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_2 Bruikbaarheid van webtuistes.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_2 Bruikbaarheid van webtuistes.pptx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_2 NetwBasies VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_2 NetwBasies VRAE.docx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_2 Usability of websites.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_2 Usability of websites.pptx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_3 AanlynLeefstyl.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_3 AanlynLeefstyl.pptx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_3 InternetWWW VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_3 InternetWWW VRAE.docx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_3 Online lifestyle.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_3 Online lifestyle.pptx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_4 Bestuur e-pos.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_4 Bestuur e-pos.pptx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_4 Ekomms VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_4 Ekomms VRAE.docx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_4 Managing e-mail.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_4 Managing e-mail.pptx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_5 InternetVeilig VRAE.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_5 InternetVeilig VRAE.docx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_ConcertLetter SOLUTION.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_ConcertLetter SOLUTION.doc"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_EntryForm.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_EntryForm.docx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_Memo.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_Memo.doc"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_merge.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_merge.docx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_SLAF_Information.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_SLAF_Information.doc"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\2_TableNotices.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\2_TableNotices.docx"
"2025-12-10T19:46:53","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\301_2011_4_a.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\301_2011_4_a.pdf"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3e Brief.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3e Brief.doc"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3e Brief.doc5de.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3e Brief.doc5de.doc"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_1 Werk met leers 2007.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_1 Werk met leers 2007.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_1 Werk met leers 2010.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_1 Werk met leers 2010.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_1 Working with files 2007.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_1 Working with files 2007.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_1 Working with files 2010.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_1 Working with files 2010.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_2 Bladsyformatering.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_2 Bladsyformatering.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_2 PageFormatting.pptx","C:\Users\27646\OneDrive\Master_Cloud\01_Studies\3_2 PageFormatting.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_4 Forms and templates.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_4 Forms and templates.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_4 Vorms en Template.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_4 Vorms en Template.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_5 Style.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_5 Style.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_5 Styles.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_5 Styles.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_6 Mailings.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_6 Mailings.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_6 Possamevoeging.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_6 Possamevoeging.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_7 References.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_7 References.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_7 Verwysings.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_7 Verwysings.pptx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_Participants.xlsx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_Participants.xlsx"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_PlanningMeeting SOLUTION.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_PlanningMeeting SOLUTION.doc"
"2025-12-10T19:46:54","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\3_The Diary of a Young Girl.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\3_The Diary of a Young Girl.pdf"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\4 Racing East London (0006).pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\4 Racing East London (0006).pdf"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\4.1-4.3.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\4.1-4.3.docx"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\46346-RM Employees.xlsx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\46346-RM Employees.xlsx"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\4e Brief.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\4e Brief.doc"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\4_2 Berekeninge.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\4_2 Berekeninge.pptx"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\4_2 Calculations.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\4_2 Calculations.pptx"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\4_LETTER.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\4_LETTER.doc"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\5.2.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\5.2.docx"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\50Shades - of Grey.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\50Shades - of Grey.pdf"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\5e brief.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\5e brief.doc"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\62853890400_20221026.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\62853890400_20221026.pdf"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\6_1 Basic concepts of web design.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\6_1 Basic concepts of web design.pptx"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\6_1 Basiese konsepte van webontwerp.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\6_1 Basiese konsepte van webontwerp.pptx"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\6_2 Meer tegnieke vir webontwerp.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\6_2 Meer tegnieke vir webontwerp.pptx"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\6_2 More web design techniques.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\6_2 More web design techniques.pptx"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\7.txt","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\7.txt"
"2025-12-10T19:46:55","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\7_1 Finding information.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\7_1 Finding information.pptx"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\7_1 Vind Inligting.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\7_1 Vind Inligting.pptx"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\7_2 Processing data.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\7_2 Processing data.pptx"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\7_2 Verwerk data.pptx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\7_2 Verwerk data.pptx"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\957953951991-2.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\957953951991-2.pdf"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\957953951991-4.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\957953951991-4.pdf"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\A Comparative Analysis of Thucydides and Herodotus.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\A Comparative Analysis of Thucydides and Herodotus.docx"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\A Karnaugh map example 1.pdf","C:\Users\27646\OneDrive\Master_Cloud\01_Studies\A Karnaugh map example 1.pdf"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\A.'n Historieae en Argeologiese Perspektief op Siekte en Genesing in N.T.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\A.'n Historieae en Argeologiese Perspektief op Siekte en Genesing in N.T.doc"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\A5 Flyer - The grove (Print) 5mm bleed & crop.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\A5 Flyer - The grove (Print) 5mm bleed & crop.pdf"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\A5 Flyer - The grove (Print).pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\A5 Flyer - The grove (Print).pdf"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\AA - 2020 Final letter.pdf","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\AA - 2020 Final letter.pdf"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\AantalWoorde.docx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\AantalWoorde.docx"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\Aanwysings Marlothpark.doc","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\Aanwysings Marlothpark.doc"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\abimp.txt","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\abimp.txt"
"2025-12-10T19:46:56","C:\Users\27646\OneDrive\Master_Cloud\01_Documents\Absentees.xlsx","C:\Users\27646\OneDrive\Master_Cloud\07_Documents\Absentees.xlsx"
